car_name,year,distance,owner,fuel,location,drive,type,price
Maruti Ertiga,2017,85677,3,CNG,MH-05,Manual,SUV,787000
Tata NEXON,2022,32928,1,DIESEL,PB-02,Automatic,SUV,1277000
Hyundai i20,2013,78698,2,PETROL,DL-12,Manual,HatchBack,291000
Maruti Celerio,2019,35789,2,PETROL,KA-50,Automatic,HatchBack,514000
Maruti Swift,2012,97310,1,PETROL,UP-80,Manual,HatchBack,301000
Maruti Baleno,2016,75124,1,PETROL,TN-09,Manual,HatchBack,581000
Hyundai Elite i20,2017,29041,1,PETROL,KA-53,Manual,HatchBack,711000
Renault Kwid,2021,6200,1,PETROL,KA-19,Manual,HatchBack,576000
Hyundai Elite i20,2016,60937,1,PETROL,UP-16,Automatic,HatchBack,702000
Datsun Redi Go,2020,40847,1,PETROL,BR-31,Automatic,HatchBack,407000
Hyundai i20,2012,64958,2,DIESEL,KA-01,Manual,HatchBack,361000
Mahindra XUV500,2016,75848,2,DIESEL,TN-23,Manual,Lux_SUV,1089000
Toyota YARIS,2019,43872,2,PETROL,TS-09,Manual,Sedan,770000
Toyota YARIS,2019,117382,1,PETROL,,Manual,Sedan,725000
Maruti Celerio,2016,81225,1,PETROL,MH-14,Automatic,HatchBack,436000
Maruti Alto,2021,23479,1,PETROL,TN-12,Manual,HatchBack,391000
Hyundai i10,2010,43679,1,PETROL,KA-51,Manual,HatchBack,273000
Maruti Celerio,2017,65276,1,PETROL,TS-15,Automatic,HatchBack,466000
Tata Tiago,2020,45364,1,PETROL,MH-47,Manual,HatchBack,546000
Hyundai Grand i10,2017,17556,1,PETROL,GJ-01,Manual,HatchBack,520000
Honda City,2015,41309,1,PETROL,DL-8C,Automatic,Sedan,661000
Hyundai Verna,2013,78872,2,DIESEL,MH-03,Manual,Sedan,442200
Maruti Dzire,2018,42139,1,PETROL,HR-26,Manual,Sedan,790000
Renault Captur,2017,86533,1,DIESEL,UP-14,Manual,SUV,542000
Maruti Baleno,2019,33459,2,PETROL,HR-10,Manual,HatchBack,661000
Hyundai i20,2011,87753,1,PETROL,DL-7C,Manual,HatchBack,212000
Hyundai Elite i20,2017,29620,1,PETROL,MP-09,Manual,HatchBack,577000
Maruti Swift,2012,122714,1,PETROL,,Manual,HatchBack,403000
Hyundai VENUE,2020,9564,1,PETROL,DL-12,Manual,SUV,801000
Nissan Micra Active,2016,76381,1,PETROL,MH-12,Manual,HatchBack,307000
Maruti Baleno,2016,29782,2,PETROL,KA-03,Manual,HatchBack,637000
Datsun Redi Go,2021,6573,1,PETROL,WB-08,Manual,HatchBack,364000
Hyundai NEW SANTRO,2019,43415,1,CNG,MH-04,Manual,HatchBack,494000
Honda Brio,2016,30752,1,PETROL,HR-51,Automatic,HatchBack,502000
Hyundai Grand i10,2015,81868,2,PETROL,KA-05,Automatic,HatchBack,498000
Maruti Celerio,2022,3592,1,PETROL,UP-32,Manual,HatchBack,600000
Renault Kwid,2019,16174,1,PETROL,DL-12,Manual,HatchBack,421000
Maruti New Wagon-R,2019,22863,2,PETROL,HR-51,Manual,HatchBack,423000
Honda City,2019,47815,2,PETROL,UP-80,Manual,Sedan,730000
Maruti Wagon R 1.0,2010,15347,1,PETROL,DL-2C,Manual,HatchBack,199000
Hyundai Verna,2017,72575,1,PETROL,GJ-01,Manual,Sedan,538000
Hyundai Creta,2016,55286,1,PETROL,TN-01,Automatic,SUV,940000
Volkswagen Jetta,2014,15817,1,PETROL,TS-08,Manual,Sedan,841000
Maruti Baleno,2017,50193,1,DIESEL,MH-12,Manual,HatchBack,687000
Maruti Baleno,2016,44253,2,PETROL,KA-53,Manual,HatchBack,698000
Maruti Baleno,2016,92890,1,PETROL,HR-51,Manual,HatchBack,483000
Hyundai Creta,2017,46813,1,PETROL,TS-09,Manual,SUV,971000
Maruti Vitara Brezza,2018,74221,1,DIESEL,HR-36,Manual,SUV,745000
Honda Amaze,2020,44069,1,PETROL,MH-20,Manual,Sedan,581000
Renault Kwid,2020,22475,1,PETROL,HR-29,Automatic,HatchBack,486000
Maruti Baleno,2018,24390,2,PETROL,WB-02,Manual,HatchBack,555000
Hyundai Eon,2018,20102,2,PETROL,UP-32,Manual,HatchBack,311000
Honda City,2013,87012,2,DIESEL,KA-25,Automatic,Sedan,638000
Maruti Swift,2014,56150,1,PETROL,MH-43,Manual,HatchBack,444000
Honda WR-V,2021,23673,1,PETROL,UP-32,Manual,SUV,743000
Toyota Corolla Altis,2017,75836,1,PETROL,DL-10,Automatic,Lux_sedan,1089000
Maruti Celerio,2016,63848,2,PETROL,MH-01,Manual,HatchBack,379000
Hyundai GRAND I10 NIOS,2021,12295,1,CNG,MH-43,Manual,HatchBack,689000
Hyundai Elite i20,2014,63788,1,PETROL,MH-02,Manual,HatchBack,481000
Maruti Swift,2014,44597,1,PETROL,WB-06,Manual,HatchBack,278000
Nissan Terrano,2013,73845,1,DIESEL,MH-03,Manual,SUV,512000
Toyota YARIS,2018,29588,1,PETROL,HR-51,Manual,Sedan,629000
Maruti Vitara Brezza,2017,93189,1,DIESEL,HR-30,Manual,SUV,588000
Hyundai VENUE,2019,61449,1,DIESEL,CH-01,Manual,SUV,801000
Nissan Micra Active,2018,47340,2,CNG,GJ-01,Manual,HatchBack,439000
Renault Kwid,2017,47837,1,PETROL,GJ-01,Manual,HatchBack,313000
Maruti Swift,2013,45015,1,PETROL,DL-2C,Manual,HatchBack,340000
Honda Jazz,2016,44688,1,PETROL,MH-12,Manual,HatchBack,536000
Hyundai New Elantra,2017,36647,2,PETROL,KA-01,Automatic,Lux_sedan,1075650
Maruti Swift Dzire,2013,36140,1,PETROL,TS-13,Manual,Sedan,576000
Hyundai i10,2010,46972,2,PETROL,KA-51,Manual,HatchBack,305000
Maruti Swift,2017,64917,2,PETROL,KA-02,Manual,HatchBack,616000
Maruti Ciaz,2021,69791,1,PETROL,TS-09,Manual,Sedan,638000
Hyundai GRAND I10 NIOS,2021,7985,1,PETROL,PB-08,Manual,HatchBack,605000
Mahindra XUV 3OO,2019,40796,2,DIESEL,MH-15,Automatic,SUV,957000
Tata TIGOR,2021,51617,1,PETROL,WB-18,Manual,Sedan,537000
Tata ALTROZ,2021,23190,1,DIESEL,TN-99,Manual,HatchBack,935000
Honda City,2019,47456,1,PETROL,KA-01,Automatic,Sedan,1344000
Maruti XL6,2020,31882,1,PETROL,PB-65,Automatic,SUV,937000
Hyundai GRAND I10 NIOS,2019,69353,1,PETROL,MH-49,Automatic,HatchBack,695000
Maruti Baleno,2019,43697,1,PETROL,HR-10,Manual,HatchBack,579000
Maruti Alto 800,2016,77168,2,PETROL,UP-33,Manual,HatchBack,232000
Maruti Dzire,2017,45620,2,PETROL,UP-16,Manual,Sedan,584000
Hyundai Verna,2017,51947,2,PETROL,KA-05,Manual,Sedan,757000
Maruti Swift,2018,79695,1,DIESEL,TS-07,Automatic,HatchBack,759000
Maruti Baleno,2021,22808,1,PETROL,UP-32,Manual,HatchBack,781000
Renault Kwid,2020,26640,1,PETROL,HR-72,Manual,HatchBack,430000
Maruti Ciaz,2019,30513,1,PETROL,DL-7C,Manual,Sedan,503000
Hyundai Grand i10,2014,56750,1,PETROL,HR-26,Manual,HatchBack,390000
Skoda Rapid,2013,60200,2,CNG,GJ-02,Manual,Sedan,600000
Hyundai Grand i10,2014,29575,1,PETROL,TN-22,Manual,HatchBack,413000
Hyundai Creta,2020,30751,1,PETROL,GJ-01,Automatic,SUV,1684000
Hyundai Elite i20,2015,43159,3,PETROL,MH-05,Manual,HatchBack,493000
Honda Amaze,2020,84657,1,CNG,GJ-01,Manual,Sedan,541000
Maruti Swift,2019,69784,1,PETROL,RJ-45,Manual,HatchBack,560000
Maruti Alto 800,2014,70145,1,PETROL,TS-07,Manual,HatchBack,276000
Hyundai Verna,2017,17737,1,PETROL,MH-12,Automatic,Sedan,785000
Hyundai Elite i20,2016,66630,2,PETROL,GJ-01,Manual,HatchBack,577000
Maruti Swift,2017,94926,1,DIESEL,KA-05,Manual,HatchBack,705000
Hyundai Elite i20,2019,35889,1,PETROL,MH-46,Manual,HatchBack,599000
Maruti Swift,2014,79320,1,PETROL,DL-4C,Manual,HatchBack,340000
Maruti Baleno,2016,20049,2,PETROL,MH-02,Automatic,HatchBack,612000
Hyundai i10,2011,67314,1,PETROL,WB-06,Manual,HatchBack,169000
Mahindra TUV300,2016,70625,1,DIESEL,GJ-01,Manual,SUV,615000
Maruti Ritz,2012,124401,1,PETROL,,Manual,HatchBack,201000
Toyota YARIS,2020,33437,1,DIESEL,KA-41,Automatic,Sedan,1658000
Hyundai Verna,2011,52807,1,DIESEL,PB-03,Manual,Sedan,550000
Honda Amaze,2019,66854,2,PETROL,TN-02,Automatic,Sedan,843000
Maruti Celerio,2018,59028,1,PETROL,TS-17,Manual,HatchBack,477000
Honda WR-V,2021,23861,1,PETROL,TN-14,Manual,SUV,880000
Toyota YARIS,2020,96940,1,PETROL,AP-39,Automatic,Sedan,940000
Maruti Swift Dzire,2014,51028,1,DIESEL,TN-14,Manual,Sedan,568000
Maruti Zen Estilo,2010,82224,1,PETROL,DL-3C,Manual,HatchBack,157000
Hyundai NEW SANTRO,2021,32150,1,CNG,DL-7C,Manual,HatchBack,551000
Maruti Baleno,2019,61113,1,PETROL,WB-26,Automatic,HatchBack,742000
Hyundai i20,2013,90106,2,DIESEL,KA-01,Manual,HatchBack,388000
Maruti Alto 800,2017,84685,1,PETROL,MH-12,Manual,HatchBack,318000
Maruti Baleno,2017,41500,2,PETROL,KA-05,Automatic,HatchBack,728000
Hyundai Verna,2018,10821,1,PETROL,KA-04,Manual,Sedan,781000
Maruti Celerio,2015,80029,1,PETROL,DL-9C,Manual,HatchBack,323000
Maruti Baleno,2020,56177,1,PETROL,GJ-18,Manual,HatchBack,644000
Maruti Baleno,2018,27122,1,PETROL,DL-8C,Manual,HatchBack,605000
Maruti Swift,2021,32161,1,PETROL,HR-72,Manual,HatchBack,545000
Hyundai Grand i10,2017,40795,1,PETROL,DL-4C,Manual,HatchBack,474000
Hyundai Verna,2016,41207,1,PETROL,TN-05,Manual,Sedan,666000
Tata PUNCH,2022,8001,1,PETROL,GJ-01,Automatic,SUV,866250
Maruti Celerio,2018,51052,1,CNG,MH-14,Manual,HatchBack,536000
Maruti Swift,2013,88163,2,DIESEL,KA-51,Manual,HatchBack,454000
Renault TRIBER,2019,32435,1,PETROL,MH-43,Manual,SUV,612000
Honda Civic,2019,33836,1,PETROL,UP-16,Automatic,Sedan,981000
Honda City,2017,29517,1,PETROL,KA-51,Automatic,Sedan,1037000
Honda City,2016,53326,2,PETROL,TS-03,Manual,Sedan,660000
Hyundai i20,2011,62929,1,PETROL,UP-80,Manual,HatchBack,280000
Nissan Terrano,2015,59295,1,DIESEL,UP-16,Manual,SUV,406000
Maruti Alto K10,2018,34240,1,PETROL,KA-68,Manual,HatchBack,385000
Honda City,2018,51414,1,PETROL,MH-47,Manual,Sedan,580000
Renault Kwid,2019,40481,1,PETROL,WB-26,Manual,HatchBack,378000
Maruti Alto 800,2018,33043,1,PETROL,PB-70,Manual,HatchBack,326000
Maruti Celerio,2017,88386,2,CNG,GJ-01,Manual,HatchBack,400000
Maruti Alto K10,2014,32940,2,PETROL,MH-12,Manual,HatchBack,277000
Maruti Wagon R 1.0,2015,52439,3,PETROL,GJ-05,Manual,HatchBack,324000
Maruti Alto 800,2016,40463,1,PETROL,WB-02,Manual,HatchBack,230000
Hyundai i10,2011,118300,2,PETROL,,Manual,HatchBack,274000
Maruti Celerio,2017,113785,1,PETROL,,Automatic,HatchBack,414000
Ford New Figo,2019,43159,1,PETROL,MH-12,Automatic,HatchBack,669000
Maruti Swift,2013,69748,2,PETROL,KA-09,Manual,HatchBack,448000
Maruti Ertiga,2014,75603,1,DIESEL,WB-08,Manual,SUV,483000
Maruti Swift,2014,40337,1,PETROL,KA-53,Manual,HatchBack,599000
Maruti Baleno,2019,19613,1,PETROL,DL-8C,Manual,HatchBack,634000
Hyundai i20,2010,61302,1,PETROL,DL-1C,Manual,HatchBack,262000
Hyundai i20 Active,2017,69786,2,PETROL,TN-10,Manual,HatchBack,604000
Maruti XL6,2021,20593,1,PETROL,DL-8C,Manual,SUV,1016000
Mahindra XUV 3OO,2021,15036,1,DIESEL,GJ-01,Automatic,SUV,1248000
Maruti Swift,2012,37480,2,PETROL,MH-01,Manual,HatchBack,347000
Maruti Swift,2013,70254,3,PETROL,DL-6C,Manual,HatchBack,297000
Maruti Swift,2012,117622,1,DIESEL,MH-31,Manual,HatchBack,335000
Tata NEXON,2019,73019,1,PETROL,MH-40,Manual,SUV,855000
Honda Amaze,2018,87335,1,CNG,MH-02,Automatic,Sedan,636000
Ford FREESTYLE,2018,62700,2,PETROL,KA-51,Manual,SUV,550000
Skoda Octavia,2019,39777,1,PETROL,KA-05,Automatic,Lux_sedan,1800000
Hyundai Grand i10,2019,59689,1,CNG,MH-12,Manual,HatchBack,528000
Maruti S PRESSO,2021,15286,2,CNG,MH-04,Manual,HatchBack,470000
Honda WR-V,2018,42841,1,DIESEL,MH-03,Manual,SUV,789000
Hyundai Grand i10,2018,61189,1,PETROL,MP-15,Manual,HatchBack,443000
Hyundai NEW SANTRO,2018,28364,1,PETROL,MH-12,Manual,HatchBack,495000
Honda Amaze,2016,86894,1,PETROL,GJ-27,Manual,Sedan,504000
Hyundai Grand i10,2017,80700,1,CNG,MH-04,Manual,HatchBack,448000
Datsun Redi Go,2021,6227,1,PETROL,KL-05,Manual,HatchBack,358000
Maruti Alto 800,2018,57300,1,PETROL,TN-11,Manual,HatchBack,302000
Toyota Etios Liva,2016,36589,1,PETROL,MH-43,Manual,HatchBack,429000
Hyundai Grand i10,2016,52263,1,PETROL,MH-31,Manual,HatchBack,441000
Honda Jazz,2016,74374,1,PETROL,DL-14,Manual,HatchBack,439000
Maruti Swift Dzire,2010,69975,1,PETROL,DL-3C,Manual,Sedan,193000
Toyota Etios Liva,2012,121735,2,PETROL,,Manual,HatchBack,331000
Hyundai Verna,2016,34108,1,PETROL,KA-04,Automatic,Sedan,733000
Maruti Alto 800,2013,73065,1,PETROL,KA-04,Manual,HatchBack,254800
Hyundai Elite i20,2018,42839,2,PETROL,KL-11,Manual,HatchBack,605000
Renault Kwid,2021,42238,1,PETROL,RJ-45,Manual,HatchBack,382000
Maruti IGNIS,2018,13535,2,PETROL,MP-09,Automatic,HatchBack,501000
Maruti Ertiga,2014,62134,2,PETROL,MH-05,Manual,SUV,614000
Hyundai i10,2015,35215,1,PETROL,DL-12,Manual,HatchBack,311000
Hyundai i10,2015,76938,1,PETROL,KA-01,Manual,HatchBack,398800
Maruti Baleno,2021,14130,1,PETROL,PB-09,Manual,HatchBack,594000
Tata TIGOR,2022,25533,1,CNG,MH-12,Manual,Sedan,877000
Hyundai Elite i20,2018,37132,1,PETROL,MH-04,Manual,HatchBack,591000
Datsun Go,2014,62884,1,PETROL,WB-24,Manual,HatchBack,179000
Renault Kiger,2021,27839,1,PETROL,KA-14,Manual,HatchBack,801000
Maruti Alto K10,2010,79011,1,PETROL,DL-9C,Manual,HatchBack,166000
Hyundai Grand i10,2016,115758,1,PETROL,,Manual,HatchBack,424000
Maruti Alto,2021,15727,1,PETROL,GJ-05,Manual,HatchBack,407000
Hyundai Eon,2013,56780,2,PETROL,KA-04,Manual,HatchBack,207000
Volkswagen Polo,2011,117773,1,PETROL,,Manual,HatchBack,271000
Maruti Alto,2020,8142,2,PETROL,HR-26,Manual,HatchBack,365000
Hyundai Creta,2020,92108,1,DIESEL,HR-36,Manual,SUV,1061000
Honda City,2015,13267,1,PETROL,MH-47,Manual,Sedan,816000
Maruti Wagon R 1.0,2016,58426,1,PETROL,TN-09,Manual,HatchBack,394000
KIA SELTOS,2020,63008,1,PETROL,TS-09,Automatic,SUV,1778000
Maruti Swift,2020,76419,1,PETROL,TN-11,Manual,HatchBack,630000
Renault Kwid,2018,40003,2,PETROL,KA-01,Manual,HatchBack,334000
Maruti Swift,2016,62979,2,PETROL,KL-07,Manual,HatchBack,549000
Maruti Alto K10,2010,53614,1,PETROL,MH-14,Manual,HatchBack,171000
Maruti Wagon R 1.0,2015,53645,1,PETROL,TS-07,Manual,HatchBack,363000
Maruti Swift,2021,22321,1,PETROL,GJ-01,Manual,HatchBack,658000
Hyundai i10,2010,23937,2,PETROL,UP-14,Manual,HatchBack,172000
Hyundai Elite i20,2016,37871,1,PETROL,DL-1C,Manual,HatchBack,566000
Maruti Swift,2013,121617,2,PETROL,,Manual,HatchBack,379000
Hyundai Eon,2013,63628,3,PETROL,GJ-01,Manual,HatchBack,181000
Honda City,2014,37991,1,PETROL,DL-9C,Manual,Sedan,686000
Maruti Wagon R 1.0,2013,63744,1,PETROL,AP-28,Manual,HatchBack,281000
Hyundai Grand i10,2017,28490,1,PETROL,GJ-27,Manual,HatchBack,518000
Maruti Alto 800,2018,51866,1,PETROL,MH-49,Manual,HatchBack,327000
Hyundai Verna,2018,50535,2,PETROL,UP-78,Manual,Sedan,788000
Maruti IGNIS,2019,30013,1,PETROL,MH-12,Manual,HatchBack,565000
Maruti Swift,2019,24300,2,PETROL,BR-01,Manual,HatchBack,490000
Maruti Wagon R 1.0,2017,45376,1,PETROL,KL-66,Manual,HatchBack,386000
Maruti Swift,2015,20817,1,PETROL,TN-04,Manual,HatchBack,527000
Maruti Swift,2015,84771,2,PETROL,WB-24,Manual,HatchBack,340000
Maruti Alto K10,2017,63016,1,PETROL,MH-14,Automatic,HatchBack,355000
Maruti Vitara Brezza,2018,66502,1,DIESEL,UP-37,Automatic,SUV,791000
Hyundai VENUE,2020,37312,1,PETROL,TS-19,Manual,SUV,1024000
Honda City,2017,49044,1,PETROL,RJ-14,Automatic,Sedan,855000
Honda WR-V,2019,56529,1,PETROL,DL-11,Manual,SUV,715000
Maruti Baleno,2017,120311,1,PETROL,,Automatic,HatchBack,623000
Maruti Wagon R 1.0,2017,30027,1,PETROL,BR-01,Manual,HatchBack,366000
Maruti Swift,2019,63802,2,PETROL,TS-07,Manual,HatchBack,681000
Tata TIGOR,2019,83261,2,PETROL,KA-03,Manual,Sedan,606000
Maruti Alto 800,2013,108636,1,PETROL,,Manual,HatchBack,219000
Hyundai NEW SANTRO,2021,21080,1,PETROL,TN-07,Manual,HatchBack,542000
Maruti S PRESSO,2022,14757,1,PETROL,PB-08,Manual,HatchBack,482000
Maruti Swift Dzire,2015,38338,1,PETROL,MP-04,Manual,Sedan,505000
Maruti Ciaz,2019,82948,1,DIESEL,WB-02,Manual,Sedan,576000
Hyundai Creta,2016,87921,1,PETROL,MH-02,Automatic,SUV,946000
Maruti Alto K10,2015,58475,1,PETROL,HR-51,Manual,HatchBack,241000
Renault Kwid,2017,61374,1,PETROL,MH-46,Manual,HatchBack,315000
Maruti Swift,2014,68306,1,PETROL,KA-03,Manual,HatchBack,534000
Honda City,2011,54477,2,PETROL,DL-10,Manual,Sedan,761000
Maruti Swift Dzire,2015,45622,1,PETROL,MH-03,Manual,Sedan,340000
Hyundai i10,2015,70945,2,PETROL,KA-06,Manual,HatchBack,360000
Maruti Alto K10,2018,28971,1,PETROL,KL-39,Automatic,HatchBack,412000
Hyundai VENUE,2019,34290,1,PETROL,MH-43,Automatic,SUV,988000
Hyundai Verna,2020,47833,1,PETROL,GJ-01,Manual,Sedan,865000
Maruti Swift,2017,99511,1,PETROL,MH-47,Manual,HatchBack,513000
Hyundai Verna,2018,18046,2,PETROL,KA-03,Automatic,Sedan,855000
KIA SONET,2020,54956,1,DIESEL,TN-78,Manual,SUV,1148000
Maruti Baleno,2017,77813,1,DIESEL,MH-04,Manual,HatchBack,602000
Maruti Ciaz,2020,19472,1,PETROL,KA-04,Manual,Sedan,1070000
Maruti Alto,2022,29930,1,PETROL,HR-34,Manual,HatchBack,343000
Hyundai Elite i20,2016,72534,1,PETROL,KA-04,Manual,HatchBack,644000
Renault Kwid,2018,34430,2,PETROL,TS-07,Automatic,HatchBack,420350
Honda Amaze,2018,41545,1,PETROL,MH-12,Manual,Sedan,575000
Ford Ecosport,2013,59978,2,PETROL,WB-02,Manual,SUV,430000
Hyundai Elite i20,2019,34825,1,PETROL,UP-32,Manual,HatchBack,590000
Maruti Baleno,2017,80137,1,PETROL,DL-8C,Manual,HatchBack,501000
Maruti Dzire,2018,41462,1,PETROL,KA-01,Automatic,Sedan,1102000
Maruti Baleno,2017,46754,1,PETROL,TN-07,Manual,HatchBack,539000
Hyundai GRAND I10 NIOS,2019,18223,1,PETROL,DL-10,Manual,HatchBack,580000
Tata TIGOR,2021,70179,1,PETROL,WB-42,Manual,Sedan,532000
Ford Ecosport,2019,23724,1,PETROL,MH-14,Manual,SUV,833000
Ford Ecosport,2018,94521,1,DIESEL,CH-01,Manual,SUV,718000
Hyundai VENUE,2019,35706,1,PETROL,GJ-09,Manual,SUV,846000
Maruti Swift,2012,97868,1,DIESEL,KA-34,Manual,HatchBack,456000
Hyundai AURA,2021,38814,1,PETROL,DL-14,Manual,Sedan,627000
Hyundai Grand i10,2014,16608,1,PETROL,KA-51,Automatic,HatchBack,526000
Honda Amaze,2019,94218,1,DIESEL,KA-02,Manual,Sedan,611000
Maruti IGNIS,2017,23727,1,PETROL,HR-87,Manual,HatchBack,425000
Hyundai Verna,2018,51078,1,PETROL,DL-3C,Manual,Sedan,390000
Maruti Swift,2017,22171,1,PETROL,DL-4C,Manual,HatchBack,426000
Datsun Go Plus,2017,6596,1,PETROL,MH-43,Manual,HatchBack,335000
Hyundai Eon,2016,38662,1,PETROL,KL-43,Manual,HatchBack,249000
Hyundai i10,2011,70681,1,PETROL,KA-03,Manual,HatchBack,317000
Honda Brio,2015,65394,1,PETROL,KA-03,Manual,HatchBack,455200
Maruti Vitara Brezza,2016,64794,1,DIESEL,UP-14,Manual,SUV,599000
Maruti Wagon R 1.0,2015,33034,1,PETROL,DL-4C,Manual,HatchBack,331600
Skoda SLAVIA,2022,53582,1,DIESEL,GJ-06,Manual,Sedan,874000
Hyundai Grand i10,2018,23874,1,PETROL,DL-10,Manual,HatchBack,500000
Tata TIAGO NRG,2019,51527,2,PETROL,KA-41,Manual,HatchBack,543000
Mahindra XUV500,2019,30853,1,DIESEL,KA-03,Automatic,Lux_SUV,1790000
Maruti Baleno,2020,39705,1,PETROL,MP-13,Manual,HatchBack,636000
Hyundai GRAND I10 NIOS,2019,42299,2,PETROL,UP-15,Manual,HatchBack,506000
Maruti Swift Dzire,2013,29811,1,PETROL,MH-02,Manual,Sedan,434000
Volkswagen Ameo,2017,26282,1,PETROL,KA-42,Automatic,Sedan,970000
Hyundai Creta,2015,76888,1,PETROL,DL-8C,Manual,SUV,706000
Maruti Ritz,2011,51640,1,PETROL,GJ-01,Manual,HatchBack,233000
Hyundai Xcent,2014,68677,1,PETROL,WB-02,Manual,Sedan,379000
Maruti Swift,2013,49347,1,PETROL,HR-26,Manual,HatchBack,348000
Ford Ecosport,2021,11915,1,PETROL,MH-14,Automatic,SUV,1098000
Maruti Wagon R 1.0,2017,22906,1,PETROL,MH-05,Manual,HatchBack,387000
Maruti Alto,2011,48360,1,PETROL,DL-4C,Manual,HatchBack,173000
Maruti Baleno,2019,62610,1,PETROL,DL-2C,Manual,HatchBack,535000
Skoda Octavia,2017,94157,2,DIESEL,MH-43,Automatic,Lux_sedan,1415000
Tata NEXON,2019,27425,2,PETROL,TN-75,Manual,SUV,789000
Maruti Alto 800,2018,50603,1,PETROL,TN-12,Manual,HatchBack,315000
Maruti Vitara Brezza,2018,63812,1,DIESEL,MH-47,Manual,SUV,818000
Tata Zest,2018,104628,3,CNG,PB-03,Manual,Sedan,350000
Maruti S Cross,2017,81386,1,DIESEL,UP-32,Manual,SUV,614000
Hyundai i10,2012,123059,1,PETROL,,Manual,HatchBack,214000
Renault Kwid,2017,64024,1,PETROL,KA-02,Manual,HatchBack,374000
Tata Tiago,2020,15907,2,PETROL,TS-08,Manual,HatchBack,537000
Maruti Alto 800,2019,23204,1,PETROL,TN-07,Manual,HatchBack,308000
Hyundai Elite i20,2017,31463,1,PETROL,TN-22,Manual,HatchBack,682000
Maruti Alto K10,2017,44648,2,PETROL,TN-63,Manual,HatchBack,358000
Honda Jazz,2018,24575,1,PETROL,MH-04,Manual,HatchBack,582000
Maruti Celerio,2016,23308,1,PETROL,KA-03,Automatic,HatchBack,487000
Hyundai Grand i10,2015,71730,2,PETROL,KA-04,Manual,HatchBack,420000
Maruti Baleno,2017,63559,2,PETROL,TN-05,Automatic,HatchBack,629000
Mahindra KUV 100 NXT,2017,21732,1,PETROL,TS-08,Manual,SUV,411000
Tata PUNCH,2022,10093,1,PETROL,TN-09,Manual,SUV,737000
Maruti New Wagon-R,2021,15632,1,CNG,BR-01,Manual,HatchBack,592000
Hyundai Grand i10,2015,74732,1,PETROL,HR-26,Manual,HatchBack,437000
Hyundai Grand i10,2017,28608,1,PETROL,TN-21,Manual,HatchBack,505000
Honda WR-V,2021,19044,1,PETROL,PB-03,Manual,SUV,801000
Maruti Baleno,2017,94529,1,PETROL,DL-9C,Automatic,HatchBack,528000
Honda WR-V,2019,69396,1,DIESEL,BR-06,Manual,SUV,744000
Maruti Ciaz,2019,73980,1,PETROL,WB-02,Manual,Sedan,298000
Hyundai Grand i10,2018,46632,1,PETROL,TS-10,Manual,HatchBack,549000
Hyundai Eon,2015,75184,1,PETROL,TN-06,Manual,HatchBack,304000
Hyundai Grand i10,2018,54795,3,PETROL,DL-1C,Manual,HatchBack,414000
Hyundai Verna,2013,60366,1,PETROL,MH-02,Manual,Sedan,333000
Honda WR-V,2017,44367,1,PETROL,BR-01,Manual,SUV,700000
Honda City,2017,70424,2,PETROL,TS-07,Automatic,Sedan,703000
Maruti Alto 800,2018,38778,2,PETROL,TN-59,Manual,HatchBack,341000
Maruti Alto 800,2017,76580,1,PETROL,TS-07,Manual,HatchBack,302000
Skoda Rapid,2018,37195,2,CNG,HR-26,Automatic,Sedan,913000
Maruti Baleno,2016,87367,1,PETROL,TN-13,Manual,HatchBack,533000
Honda Amaze,2013,73041,1,PETROL,AP-28,Manual,Sedan,370000
Maruti Wagon R 1.0,2016,55768,2,PETROL,KA-01,Manual,HatchBack,405000
Maruti IGNIS,2018,52777,1,PETROL,UP-16,Automatic,HatchBack,549000
Maruti XL6,2020,27295,1,PETROL,MH-12,Manual,SUV,1038000
Hyundai Grand i10,2016,41986,1,PETROL,PB-02,Manual,HatchBack,437000
Volkswagen Ameo,2019,0,1,PETROL,DL-14,Manual,Sedan,604000
Hyundai Grand i10,2019,27227,2,PETROL,KA-04,Manual,HatchBack,587000
Maruti Swift Dzire,2012,98497,1,DIESEL,CH-01,Manual,Sedan,352000
Maruti Celerio,2016,43291,1,PETROL,PB-65,Automatic,HatchBack,417000
Hyundai Verna,2018,59067,2,PETROL,KA-53,Manual,Sedan,418000
Honda City,2015,70916,1,PETROL,GJ-01,Manual,Sedan,896000
Maruti Swift,2010,47741,1,PETROL,DL-3C,Manual,HatchBack,207000
Volkswagen Polo,2014,29849,1,PETROL,MH-12,Manual,HatchBack,517000
Hyundai GRAND I10 NIOS,2021,10559,1,PETROL,TN-58,Automatic,HatchBack,752000
Honda Jazz,2017,53491,2,PETROL,DL-14,Manual,HatchBack,517000
Hyundai Santro Xing,2013,51645,1,PETROL,HR-26,Manual,HatchBack,235000
Hyundai NEW I20,2021,12007,1,PETROL,RJ-45,Manual,HatchBack,695000
Hyundai Creta,2017,97420,1,DIESEL,CH-01,Manual,SUV,697000
Hyundai i10,2013,53812,3,PETROL,MH-12,Automatic,HatchBack,316000
Hyundai Grand i10,2017,22739,2,PETROL,KA-53,Automatic,HatchBack,643000
Hyundai Grand i10,2017,17698,2,PETROL,DL-10,Manual,HatchBack,465000
